Results folder created        : D:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\2522_2023-05-17_260512_2221_cg
Loading problem data...
Using device: cpu
Loading POMO model from d:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\train_20260421_204908_pomo_training\pretrained_pomo\model_epoch_200.pt...
Building initial dummy basis...
Starting Root Node Column Generation...

[Iteration 1] RMP Objective: 260000.00
[Iteration 1] POMO generated 116 negative RC columns.
[Iteration 1] Adding Columns:
  - Vehicle: 4w | RC: -168587.85 | Cost: 1412.15 | Route: [0, 5, 3, 20, 14, 19, 21, 11, 2, 8, 18, 26, 13, 12, 9, 22, 7, 1, 0]
  - Vehicle: 4w | RC: -128.94 | Cost: 1580.14 | Route: [0, 17, 6, 13, 7, 8, 2, 19, 3, 20, 14, 5, 11, 22, 12, 1, 0]
  - Vehicle: 4w | RC: -119.87 | Cost: 2056.64 | Route: [0, 20, 14, 3, 19, 2, 8, 7, 18, 11, 22, 24, 25, 6, 0]
  - Vehicle: 4w | RC: -102.08 | Cost: 1795.76 | Route: [0, 19, 2, 8, 7, 18, 11, 22, 24, 25, 6, 17, 1, 0]
  - Vehicle: 6w | RC: -97.36 | Cost: 1440.86 | Route: [0, 14, 20, 3, 19, 2, 8, 7, 18, 1, 15, 4, 0]
  - Vehicle: 6w | RC: -88.55 | Cost: 1449.67 | Route: [0, 20, 14, 3, 19, 2, 8, 7, 18, 1, 15, 4, 0]
  - Vehicle: 4w | RC: -69.30 | Cost: 2017.09 | Route: [0, 12, 7, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 0]
  - Vehicle: 6w | RC: -39.17 | Cost: 1617.73 | Route: [0, 11, 2, 8, 19, 3, 20, 14, 5, 7, 18, 1, 15, 4, 0]
  - Vehicle: AUV | RC: -33.00 | Cost: 1119.98 | Route: [0, 25, 24, 6, 7, 8, 0]
  - Vehicle: AUV | RC: -32.47 | Cost: 1120.51 | Route: [0, 6, 25, 24, 12, 7, 8, 0]
  - Vehicle: 6w | RC: -25.09 | Cost: 2295.83 | Route: [0, 8, 2, 19, 3, 20, 14, 5, 11, 22, 24, 25, 6, 17, 0]
  - Vehicle: AUV | RC: -18.53 | Cost: 1134.46 | Route: [0, 24, 25, 6, 7, 8, 0]

[Iteration 15] RMP Objective: 4996.92
[Iteration 15] POMO generated 7 negative RC columns.
[Iteration 15] Adding Columns:
  - Vehicle: 4w | RC: -129.58 | Cost: 1557.11 | Route: [0, 25, 24, 17, 13, 7, 2, 11, 21, 19, 0]
  - Vehicle: 4w | RC: -112.45 | Cost: 1574.23 | Route: [0, 24, 25, 17, 13, 7, 2, 11, 21, 19, 0]
  - Vehicle: 4w | RC: -105.34 | Cost: 1268.20 | Route: [0, 10, 20, 14, 19, 2, 11, 21, 7, 13, 26, 0]
  - Vehicle: 4w | RC: -59.07 | Cost: 958.99 | Route: [0, 15, 4, 7, 13, 26, 2, 11, 21, 19, 0]
  - Vehicle: 4w | RC: -50.29 | Cost: 897.50 | Route: [0, 4, 15, 18, 7, 13, 26, 2, 11, 21, 0]
  - Vehicle: AUV | RC: -38.61 | Cost: 1064.22 | Route: [0, 25, 24, 6, 7, 18, 0]
  - Vehicle: AUV | RC: -21.29 | Cost: 1099.22 | Route: [0, 24, 25, 6, 12, 7, 0]

[Iteration 16] RMP Objective: 4982.30
[Iteration 16] POMO generated 5 negative RC columns.
[Iteration 16] Adding Columns:
  - Vehicle: 4w | RC: -144.52 | Cost: 782.75 | Route: [0, 15, 4, 18, 7, 2, 8, 13, 12, 0]
  - Vehicle: 4w | RC: -138.36 | Cost: 788.90 | Route: [0, 4, 15, 18, 7, 2, 8, 13, 12, 0]
  - Vehicle: 4w | RC: -111.13 | Cost: 1199.54 | Route: [0, 10, 20, 14, 2, 8, 7, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -40.20 | Cost: 1474.64 | Route: [0, 25, 24, 22, 12, 13, 7, 2, 8, 18, 0]
  - Vehicle: 4w | RC: -35.87 | Cost: 1411.99 | Route: [0, 24, 25, 17, 13, 7, 2, 8, 18, 0]

[Iteration 17] RMP Objective: 4979.33
[Iteration 17] POMO generated 3 negative RC columns.
[Iteration 17] Adding Columns:
  - Vehicle: 4w | RC: -78.90 | Cost: 1267.30 | Route: [0, 10, 20, 14, 19, 21, 2, 8, 18, 7, 13, 26, 0]
  - Vehicle: 4w | RC: -29.56 | Cost: 1617.30 | Route: [0, 25, 24, 6, 17, 13, 7, 8, 2, 21, 19, 11, 0]
  - Vehicle: 4w | RC: -12.43 | Cost: 1634.43 | Route: [0, 24, 25, 6, 17, 13, 7, 8, 2, 21, 19, 11, 0]

[Iteration 18] RMP Objective: 4971.94
[Iteration 18] POMO generated 5 negative RC columns.
[Iteration 18] Adding Columns:
  - Vehicle: 4w | RC: -70.07 | Cost: 1537.14 | Route: [0, 24, 25, 6, 17, 13, 7, 8, 2, 11, 21, 0]
  - Vehicle: 4w | RC: -47.91 | Cost: 783.02 | Route: [0, 15, 4, 18, 7, 8, 2, 11, 21, 0]
  - Vehicle: 4w | RC: -41.75 | Cost: 789.17 | Route: [0, 4, 15, 18, 7, 8, 2, 11, 21, 0]
  - Vehicle: 4w | RC: -25.58 | Cost: 1501.21 | Route: [0, 25, 24, 17, 13, 7, 8, 2, 11, 21, 0]
  - Vehicle: 4w | RC: -4.89 | Cost: 1252.33 | Route: [0, 10, 20, 14, 21, 2, 8, 7, 18, 13, 26, 0]

[Iteration 19] RMP Objective: 4971.94
[Iteration 19] POMO generated 4 negative RC columns.
[Iteration 19] Adding Columns:
  - Vehicle: 4w | RC: -42.14 | Cost: 1563.26 | Route: [0, 24, 25, 6, 17, 13, 7, 8, 2, 11, 19, 0]
  - Vehicle: 4w | RC: -38.91 | Cost: 1216.48 | Route: [0, 10, 20, 14, 19, 2, 8, 7, 18, 13, 26, 0]
  - Vehicle: 4w | RC: -6.61 | Cost: 809.14 | Route: [0, 15, 4, 18, 7, 8, 2, 11, 19, 0]
  - Vehicle: 4w | RC: -0.46 | Cost: 815.29 | Route: [0, 4, 15, 18, 7, 8, 2, 11, 19, 0]

[Iteration 20] RMP Objective: 4971.94
[Iteration 20] POMO generated 2 negative RC columns.
[Iteration 20] Adding Columns:
  - Vehicle: 4w | RC: -198.12 | Cost: 2732.87 | Route: [0, 16, 23, 17, 13, 7, 12, 2, 18, 4, 15, 1, 0]
  - Vehicle: 4w | RC: -48.67 | Cost: 2539.47 | Route: [0, 23, 25, 24, 17, 13, 7, 2, 8, 18, 12, 0]

[Iteration 21] RMP Objective: 4965.50
[Iteration 21] POMO generated 21 negative RC columns.
[Iteration 21] Adding Columns:
  - Vehicle: 4w | RC: -414.60 | Cost: 1478.05 | Route: [0, 1, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 0]
  - Vehicle: 4w | RC: -386.37 | Cost: 1506.29 | Route: [0, 12, 13, 8, 2, 11, 21, 19, 14, 20, 10, 4, 1, 18, 0]
  - Vehicle: 4w | RC: -364.09 | Cost: 2333.21 | Route: [0, 24, 25, 6, 13, 8, 2, 11, 21, 19, 14, 20, 10, 4, 0]
  - Vehicle: 4w | RC: -363.21 | Cost: 1639.42 | Route: [0, 22, 12, 13, 8, 2, 11, 21, 19, 14, 20, 10, 4, 1, 0]
  - Vehicle: 4w | RC: -314.51 | Cost: 1488.20 | Route: [0, 7, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 0]
  - Vehicle: 4w | RC: -307.27 | Cost: 1648.76 | Route: [0, 9, 22, 21, 11, 8, 2, 19, 14, 20, 10, 4, 1, 13, 0]
  - Vehicle: 4w | RC: -295.21 | Cost: 1507.50 | Route: [0, 8, 2, 11, 21, 19, 14, 20, 10, 4, 18, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -292.53 | Cost: 1510.18 | Route: [0, 18, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -279.60 | Cost: 1523.11 | Route: [0, 4, 8, 2, 11, 21, 19, 14, 20, 10, 18, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -279.60 | Cost: 1524.43 | Route: [0, 15, 4, 8, 2, 11, 21, 19, 14, 20, 10, 18, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -263.39 | Cost: 1539.32 | Route: [0, 2, 8, 11, 21, 19, 14, 20, 10, 4, 18, 13, 12, 26, 0]
  - Vehicle: 4w | RC: -223.77 | Cost: 1778.86 | Route: [0, 10, 14, 20, 19, 11, 8, 2, 21, 22, 12, 13, 26, 18, 4, 1, 0]
  - Vehicle: 4w | RC: -214.17 | Cost: 1588.54 | Route: [0, 21, 11, 8, 2, 19, 14, 20, 10, 4, 18, 13, 12, 26, 0]
  - Vehicle: 6w | RC: -140.52 | Cost: 1752.13 | Route: [0, 1, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 0]
  - Vehicle: 6w | RC: -107.27 | Cost: 1785.38 | Route: [0, 12, 13, 8, 2, 11, 21, 19, 14, 20, 10, 4, 1, 18, 0]
  - Vehicle: 4w | RC: -93.07 | Cost: 1819.61 | Route: [0, 5, 10, 14, 20, 19, 11, 8, 2, 21, 22, 12, 13, 26, 18, 4, 0]
  - Vehicle: 6w | RC: -61.67 | Cost: 1940.96 | Route: [0, 22, 12, 13, 8, 2, 11, 21, 19, 14, 20, 10, 4, 1, 0]
  - Vehicle: 4w | RC: -45.66 | Cost: 1564.41 | Route: [0, 3, 14, 20, 19, 11, 2, 8, 21, 22, 12, 13, 26, 7, 18, 4, 1, 0]
  - Vehicle: 6w | RC: -39.68 | Cost: 1763.03 | Route: [0, 7, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 0]
  - Vehicle: 6w | RC: -13.56 | Cost: 1789.15 | Route: [0, 18, 8, 2, 11, 21, 19, 14, 20, 10, 4, 13, 12, 26, 0]
  - Vehicle: 6w | RC: -4.00 | Cost: 1952.03 | Route: [0, 9, 22, 21, 11, 8, 2, 19, 14, 20, 10, 4, 1, 13, 0]

[Iteration 22] RMP Objective: 4954.36
[Iteration 22] POMO generated 27 negative RC columns.
[Iteration 22] Adding Columns:
  - Vehicle: 4w | RC: -592.19 | Cost: 2052.98 | Route: [0, 24, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 1, 0]
  - Vehicle: 4w | RC: -450.14 | Cost: 1662.02 | Route: [0, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 4w | RC: -393.39 | Cost: 1575.02 | Route: [0, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 4w | RC: -385.97 | Cost: 2108.87 | Route: [0, 25, 24, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 0]
  - Vehicle: 4w | RC: -360.71 | Cost: 1423.06 | Route: [0, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 18, 0]
  - Vehicle: 4w | RC: -359.67 | Cost: 1424.63 | Route: [0, 12, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 4w | RC: -343.46 | Cost: 1440.31 | Route: [0, 1, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 18, 13, 0]
  - Vehicle: 4w | RC: -305.78 | Cost: 1431.16 | Route: [0, 26, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 18, 0]
  - Vehicle: 4w | RC: -298.66 | Cost: 2548.19 | Route: [0, 23, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 0]
  - Vehicle: 6w | RC: -220.40 | Cost: 2424.78 | Route: [0, 24, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 1, 0]
  - Vehicle: 6w | RC: -143.61 | Cost: 1968.55 | Route: [0, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 4w | RC: -118.47 | Cost: 1564.66 | Route: [0, 8, 2, 11, 21, 19, 14, 20, 10, 5, 7, 13, 26, 17, 6, 0]
  - Vehicle: 4w | RC: -102.61 | Cost: 1252.13 | Route: [0, 18, 8, 2, 11, 21, 19, 14, 20, 10, 5, 7, 13, 26, 0]
  - Vehicle: 6w | RC: -102.08 | Cost: 1866.33 | Route: [0, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 6w | RC: -95.23 | Cost: 1688.54 | Route: [0, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 18, 0]
  - Vehicle: 6w | RC: -94.08 | Cost: 1690.23 | Route: [0, 12, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 0]
  - Vehicle: 4w | RC: -86.65 | Cost: 1596.48 | Route: [0, 2, 8, 11, 21, 19, 14, 20, 10, 5, 7, 13, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -74.86 | Cost: 1708.91 | Route: [0, 1, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 18, 13, 0]
  - Vehicle: 4w | RC: -69.12 | Cost: 1285.62 | Route: [0, 7, 8, 2, 11, 21, 19, 14, 20, 10, 5, 18, 13, 26, 0]
  - Vehicle: 4w | RC: -58.13 | Cost: 2705.00 | Route: [0, 16, 23, 17, 6, 13, 7, 8, 1, 18, 26, 11, 0]
  - Vehicle: 6w | RC: -38.97 | Cost: 1697.97 | Route: [0, 26, 7, 8, 2, 11, 21, 19, 14, 20, 10, 15, 1, 18, 0]
  - Vehicle: 4w | RC: -37.43 | Cost: 1645.70 | Route: [0, 21, 11, 8, 2, 19, 14, 20, 10, 5, 7, 13, 26, 17, 6, 0]
  - Vehicle: AUV | RC: -31.80 | Cost: 1047.72 | Route: [0, 6, 24, 12, 7, 8, 0]
  - Vehicle: 4w | RC: -19.30 | Cost: 2160.42 | Route: [0, 4, 15, 10, 14, 19, 11, 8, 2, 7, 13, 26, 12, 24, 0]
  - Vehicle: AUV | RC: -13.28 | Cost: 1065.71 | Route: [0, 24, 6, 7, 8, 0]
  - Vehicle: 6w | RC: -4.76 | Cost: 2490.09 | Route: [0, 25, 24, 6, 17, 13, 7, 8, 2, 11, 21, 19, 14, 20, 10, 0]
  - Vehicle: 4w | RC: -4.44 | Cost: 1350.31 | Route: [0, 10, 14, 20, 19, 11, 8, 2, 21, 7, 13, 26, 0]

[Iteration 23] RMP Objective: 4921.58
[Iteration 23] POMO generated 15 negative RC columns.
[Iteration 23] Adding Columns:
  - Vehicle: 4w | RC: -235.60 | Cost: 2685.49 | Route: [0, 16, 23, 6, 17, 13, 7, 26, 8, 2, 22, 12, 18, 0]
  - Vehicle: 4w | RC: -135.34 | Cost: 986.86 | Route: [0, 15, 4, 8, 2, 7, 26, 13, 12, 22, 0]
  - Vehicle: 4w | RC: -133.83 | Cost: 732.74 | Route: [0, 26, 7, 8, 2, 19, 21, 22, 12, 13, 0]
  - Vehicle: 4w | RC: -129.19 | Cost: 993.01 | Route: [0, 4, 15, 8, 2, 7, 26, 13, 12, 22, 0]
  - Vehicle: 4w | RC: -121.81 | Cost: 716.67 | Route: [0, 1, 7, 26, 13, 12, 22, 21, 2, 8, 0]
  - Vehicle: 4w | RC: -121.55 | Cost: 745.02 | Route: [0, 13, 26, 7, 8, 2, 19, 21, 22, 12, 0]
  - Vehicle: 4w | RC: -114.57 | Cost: 681.72 | Route: [0, 7, 26, 13, 12, 22, 21, 2, 8, 0]
  - Vehicle: 4w | RC: -81.08 | Cost: 715.22 | Route: [0, 18, 7, 26, 13, 12, 22, 21, 2, 8, 0]
  - Vehicle: 4w | RC: -70.25 | Cost: 693.01 | Route: [0, 9, 22, 21, 2, 8, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -60.46 | Cost: 1751.30 | Route: [0, 24, 25, 6, 17, 13, 26, 7, 8, 2, 19, 21, 22, 12, 0]
  - Vehicle: 4w | RC: -47.76 | Cost: 1299.90 | Route: [0, 14, 20, 3, 19, 2, 8, 7, 26, 13, 12, 22, 21, 0]
  - Vehicle: 4w | RC: -40.17 | Cost: 1307.49 | Route: [0, 20, 14, 3, 19, 2, 8, 7, 26, 13, 12, 22, 21, 0]
  - Vehicle: 4w | RC: -27.10 | Cost: 1455.72 | Route: [0, 25, 24, 22, 21, 2, 8, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -17.44 | Cost: 1488.87 | Route: [0, 10, 3, 14, 19, 2, 8, 7, 26, 13, 12, 22, 21, 0]
  - Vehicle: 4w | RC: -0.53 | Cost: 2181.94 | Route: [0, 23, 6, 17, 13, 26, 7, 8, 2, 19, 21, 22, 0]

[Iteration 24] RMP Objective: 4911.22
[Iteration 24] POMO generated 9 negative RC columns.
[Iteration 24] Adding Columns:
  - Vehicle: 4w | RC: -72.23 | Cost: 1232.36 | Route: [0, 10, 20, 3, 19, 2, 8, 7, 26, 12, 13, 0]
  - Vehicle: 4w | RC: -58.90 | Cost: 998.67 | Route: [0, 14, 20, 3, 19, 2, 8, 7, 26, 12, 13, 0]
  - Vehicle: 4w | RC: -55.09 | Cost: 970.40 | Route: [0, 3, 20, 19, 2, 8, 7, 26, 12, 13, 0]
  - Vehicle: 4w | RC: -42.98 | Cost: 1042.40 | Route: [0, 5, 3, 20, 19, 2, 8, 7, 26, 12, 13, 0]
  - Vehicle: 4w | RC: -38.23 | Cost: 402.06 | Route: [0, 1, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -22.97 | Cost: 1002.52 | Route: [0, 20, 3, 19, 2, 8, 7, 26, 12, 13, 0]
  - Vehicle: 4w | RC: -18.33 | Cost: 666.46 | Route: [0, 15, 4, 18, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -3.51 | Cost: 1120.45 | Route: [0, 12, 26, 7, 8, 2, 19, 3, 20, 5, 21, 11, 0]
  - Vehicle: 4w | RC: -0.08 | Cost: 367.12 | Route: [0, 7, 26, 13, 12, 0]

[Iteration 25] RMP Objective: 4909.47
[Iteration 25] POMO generated 4 negative RC columns.
[Iteration 25] Adding Columns:
  - Vehicle: 4w | RC: -57.80 | Cost: 765.63 | Route: [0, 15, 4, 8, 2, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -39.29 | Cost: 2111.94 | Route: [0, 24, 25, 17, 26, 7, 8, 2, 19, 3, 20, 14, 21, 22, 12, 0]
  - Vehicle: 4w | RC: -31.34 | Cost: 1124.98 | Route: [0, 26, 7, 8, 2, 19, 3, 20, 14, 21, 22, 12, 13, 0]
  - Vehicle: AUV | RC: -17.62 | Cost: 2314.09 | Route: [0, 16, 25, 24, 12, 7, 8, 18, 0]

[Iteration 26] RMP Objective: 4906.88
[Iteration 26] POMO generated 2 negative RC columns.
[Iteration 26] Adding Columns:
  - Vehicle: AUV | RC: -17.62 | Cost: 2314.09 | Route: [0, 16, 25, 24, 12, 7, 8, 18, 0]
  - Vehicle: 4w | RC: -12.60 | Cost: 389.46 | Route: [0, 1, 7, 26, 12, 13, 0]
[Iteration 26] No new unique columns added. Terminating.

============================================================
ROOT NODE INFERENCE COMPLETE
============================================================
Final Root Node LP Objective : 4906.8810
Total CG Iterations          : 26
Total Columns in Pool        : 518
Total Execution Time         : 16.47 seconds
Results folder created        : D:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\2522_2023-05-17_260512_2221_cg
Markdown report saved         : 2522_2023-05-17_260512_2221_cg.md
